"","gene_id","gene_symbol"
"16264","ENSG00000186517.14","ARHGAP30"
"16265","ENSG00000186522.15","SEPTIN10"
"16266","ENSG00000186523.14","FAM86B1"
"16267","ENSG00000186526.13","CYP4F8"
"16268","ENSG00000186529.16","CYP4F3"
"16269","ENSG00000186532.12","SMYD4"
"16270","ENSG00000186543.7","CROCCP5"
"16271","ENSG00000186562.8","DEFB105A"
"16272","ENSG00000186564.6","FOXD2"
"16273","ENSG00000186566.13","GPATCH8"
"16274","ENSG00000186567.13","CEACAM19"
"16275","ENSG00000186572.2","DEFB107A"
"16276","ENSG00000186575.19","NF2"
"16277","ENSG00000186577.14","SMIM29"
"16278","ENSG00000186579.3","DEFB106A"
"16279","ENSG00000186583.12","SPATC1"
"16280","ENSG00000186591.13","UBE2H"
"16281","ENSG00000186594.14","MIR22HG"
"16282","ENSG00000186599.8","DEFB105B"
"16283","ENSG00000186603.7","HPDL"
"16284","ENSG00000186615.11","KTN1-AS1"
"16285","ENSG00000186625.14","KATNA1"
"16286","ENSG00000186628.12","FSD2"
"16287","ENSG00000186635.15","ARAP1"
"16288","ENSG00000186638.17","KIF24"
"16289","ENSG00000186642.16","PDE2A"
"16290","ENSG00000186645.10","SPDYE17"
"16291","ENSG00000186648.15","CARMIL3"
"16292","ENSG00000186652.10","PRG2"
"16293","ENSG00000186654.21","PRR5"
"16294","ENSG00000186660.15","ZFP91"
"16295","ENSG00000186665.10","C17orf58"
"16296","ENSG00000186666.6","BCDIN3D"
"16297","ENSG00000186675.7","MAGEE2"
"16298","ENSG00000186676.3","EEF1GP1"
"16299","ENSG00000186678.7","RP11-266I3.7"
"16300","ENSG00000186684.14","CYP27C1"
"16301","ENSG00000186687.16","LYRM7"
"16302","ENSG00000186704.9","DTX2P1"
"16303","ENSG00000186710.12","CFAP73"
"16304","ENSG00000186714.13","CCDC73"
"16305","ENSG00000186715.11","MST1L"
"16306","ENSG00000186716.21","BCR"
"16307","ENSG00000186723.4","OR10H1"
"16308","ENSG00000186732.14","MPPED1"
"16309","ENSG00000186743.2","TPI1P3"
"16310","ENSG00000186765.12","FSCN2"
"16311","ENSG00000186766.8","FOXI2"
"16312","ENSG00000186767.7","SPIN4"
"16313","ENSG00000186777.12","ZNF732"
"16314","ENSG00000186787.10","SPIN2B"
"16315","ENSG00000186788.14","SPATA31D3"
"16316","ENSG00000186790.6","FOXE3"
"16317","ENSG00000186792.17","HYAL3"
"16318","ENSG00000186795.1","KCNK18"
"16319","ENSG00000186803.3","IFNA10"
"16320","ENSG00000186806.6","VSIG10L"
"16321","ENSG00000186810.8","CXCR3"
"16322","ENSG00000186812.13","ZNF397"
"16323","ENSG00000186814.14","ZSCAN30"
"16324","ENSG00000186815.13","TPCN1"
"16325","ENSG00000186818.12","LILRB4"
"16326","ENSG00000186825.6","CDRT15P3"
"16327","ENSG00000186827.11","TNFRSF4"
"16328","ENSG00000186831.11","KRT17P2"
"16329","ENSG00000186832.9","KRT16"
"16330","ENSG00000186834.4","HEXIM1"
"16331","ENSG00000186838.13","SELENOV"
"16332","ENSG00000186844.6","LCE1A"
"16333","ENSG00000186847.6","KRT14"
"16334","ENSG00000186854.11","TRABD2A"
"16335","ENSG00000186860.5","KRTAP17-1"
"16336","ENSG00000186862.20","PDZD7"
"16337","ENSG00000186866.17","POFUT2"
"16338","ENSG00000186867.11","QRFPR"
"16339","ENSG00000186868.17","MAPT"
"16340","ENSG00000186871.7","ERCC6L"
"16341","ENSG00000186881.3","OR13F1"
"16342","ENSG00000186886.8","OR5D3P"
"16343","ENSG00000186889.10","TMEM17"
"16344","ENSG00000186891.14","TNFRSF18"
"16345","ENSG00000186895.4","FGF3"
"16346","ENSG00000186897.5","C1QL4"
"16347","ENSG00000186907.8","RTN4RL2"
"16348","ENSG00000186908.15","ZDHHC17"
"16349","ENSG00000186910.4","SERPINA11"
"16350","ENSG00000186912.7","P2RY4"
"16351","ENSG00000186918.14","ZNF395"
"16352","ENSG00000186919.13","ZACN"
"16353","ENSG00000186924.3","KRTAP22-1"
"16354","ENSG00000186925.6","KRTAP19-6"
"16355","ENSG00000186930.4","KRTAP6-2"
"16356","ENSG00000186940.6","CHCHD2P9"
"16357","ENSG00000186943.1","OR13C8"
"16358","ENSG00000186951.16","PPARA"
"16359","ENSG00000186952.15","TMEM232"
"16360","ENSG00000186960.13","LINC01551"
"16361","ENSG00000186965.5","KRTAP19-2"
"16362","ENSG00000186967.7","KRTAP19-4"
"16363","ENSG00000186970.4","KRTAP15-1"
"16364","ENSG00000186971.3","KRTAP13-4"
"16365","ENSG00000186973.11","FAM183A"
"16366","ENSG00000186976.15","EFCAB6"
"16367","ENSG00000186977.3","KRTAP19-5"
"16368","ENSG00000186980.7","KRTAP23-1"
"16369","ENSG00000186994.11","KANK3"
"16370","ENSG00000186998.16","EMID1"
"16371","ENSG00000187003.7","ACTL7A"
"16372","ENSG00000187005.5","KRTAP21-1"
"16373","ENSG00000187010.21","RHD"
"16374","ENSG00000187012.11","LINC00207"
"16375","ENSG00000187013.4","LINC02875"
"16376","ENSG00000187017.17","ESPN"
"16377","ENSG00000187021.15","PNLIPRP1"
"16378","ENSG00000187024.15","PTRH1"
"16379","ENSG00000187026.3","KRTAP21-2"
"16380","ENSG00000187033.9","SAMD7"
"16381","ENSG00000187037.9","GPR141"
"16382","ENSG00000187045.19","TMPRSS6"
"16383","ENSG00000187048.13","CYP4A11"
"16384","ENSG00000187049.10","TMEM216"
"16385","ENSG00000187051.9","RPS19BP1"
"16386","ENSG00000187054.16","TMPRSS11A"
"16387","ENSG00000187066.9","TMEM262"
"16388","ENSG00000187068.3","C3orf70"
"16389","ENSG00000187079.20","TEAD1"
"16390","ENSG00000187080.10","OR2AK2"
"16391","ENSG00000187082.2","DEFB106B"
"16392","ENSG00000187091.14","PLCD1"
"16393","ENSG00000187094.12","CCK"
"16394","ENSG00000187097.13","ENTPD5"
"16395","ENSG00000187098.17","MITF"
"16396","ENSG00000187103.3","FUNDC2P3"
"16397","ENSG00000187105.9","HEATR4"
"16398","ENSG00000187109.15","NAP1L1"
"16399","ENSG00000187116.14","LILRA5"
"16400","ENSG00000187118.14","CMC1"
"16401","ENSG00000187122.17","SLIT1"
"16402","ENSG00000187123.15","LYPD6"
"16403","ENSG00000187134.14","AKR1C1"
"16404","ENSG00000187135.7","VSTM2B"
"16405","ENSG00000187140.6","FOXD3"
"16406","ENSG00000187144.11","SPATA21"
"16407","ENSG00000187147.18","RNF220"
"16408","ENSG00000187151.7","ANGPTL5"
"16409","ENSG00000187164.20","SHTN1"
"16410","ENSG00000187166.1","H1-7"
"16411","ENSG00000187170.6","LCE4A"
"16412","ENSG00000187172.15","BAGE2"
"16413","ENSG00000187173.4","LCE2A"
"16414","ENSG00000187175.5","KRTAP12-1"
"16415","ENSG00000187180.3","LCE2C"
"16416","ENSG00000187185.4","CTD-2600O9.1"
"16417","ENSG00000187186.15","RP11-195F19.5"
"16418","ENSG00000187187.14","ZNF546"
"16419","ENSG00000187189.11","TSPYL4"
"16420","ENSG00000187191.15","DAZ3"
"16421","ENSG00000187193.9","MT1X"
"16422","ENSG00000187210.14","GCNT1"
"16423","ENSG00000187223.4","LCE2D"
"16424","ENSG00000187229.3","RP11-161I2.1"
"16425","ENSG00000187231.14","SESTD1"
"16426","ENSG00000187238.5","LCE3B"
"16427","ENSG00000187239.17","FNBP1"
"16428","ENSG00000187240.17","DYNC2H1"
"16429","ENSG00000187242.6","KRT12"
"16430","ENSG00000187243.16","MAGED4B"
"16431","ENSG00000187244.12","BCAM"
"16432","ENSG00000187257.16","RSBN1L"
"16433","ENSG00000187258.14","NPSR1"
"16434","ENSG00000187260.16","WDR86"
"16435","ENSG00000187266.14","EPOR"
"16436","ENSG00000187268.12","FAM9C"
"16437","ENSG00000187272.7","KRTAP9-8"
"16438","ENSG00000187288.12","CIDEC"
"16439","ENSG00000187323.12","DCC"
"16440","ENSG00000187325.5","TAF9B"
"16441","ENSG00000187372.11","PCDHB13"
"16442","ENSG00000187391.22","MAGI2"
"16443","ENSG00000187398.12","LUZP2"
"16444","ENSG00000187416.13","LHFPL3"
"16445","ENSG00000187446.12","CHP1"
"16446","ENSG00000187472.4","RP11-67P15.1"
"16447","ENSG00000187474.5","FPR3"
"16448","ENSG00000187475.6","H1-6"
"16449","ENSG00000187479.8","C11orf96"
"16450","ENSG00000187481.2","HSD3BP1"
"16451","ENSG00000187483.10","SERPINA13P"
"16452","ENSG00000187486.7","KCNJ11"
"16453","ENSG00000187492.9","CDHR4"
"16454","ENSG00000187498.16","COL4A1"
"16455","ENSG00000187504.6","RPL7P48"
"16456","ENSG00000187510.11","PLEKHG7"
"16457","ENSG00000187513.9","GJA4"
"16458","ENSG00000187514.17","PTMA"
"16459","ENSG00000187516.7","H2AP"
"16460","ENSG00000187522.16","HSPA14"
"16461","ENSG00000187527.11","ATP13A5"
"16462","ENSG00000187531.14","SIRT7"
"16463","ENSG00000187533.14","PRR27"
"16464","ENSG00000187534.6","PRR13P5"
"16465","ENSG00000187535.14","IFT140"
"16466","ENSG00000187536.4","TPM3P7"
"16467","ENSG00000187537.13","POTEG"
"16468","ENSG00000187545.5","PRAMEF10"
"16469","ENSG00000187546.14","AGMO"
"16470","ENSG00000187550.9","SBK2"
"16471","ENSG00000187553.10","CYP26C1"
"16472","ENSG00000187554.14","TLR5"
"16473","ENSG00000187555.16","USP7"
"16474","ENSG00000187556.8","NANOS3"
"16475","ENSG00000187559.6","FOXD4L3"
"16476","ENSG00000187566.6","NHLRC1"
"16477","ENSG00000187569.3","DPPA3"
"16478","ENSG00000187581.3","COX8C"
"16479","ENSG00000187583.11","PLEKHN1"
"16480","ENSG00000187589.8","TERF1P2"
"16481","ENSG00000187595.16","ZNF385C"
"16482","ENSG00000187600.14","LINC02583"
"16483","ENSG00000187601.5","MAGEH1"
"16484","ENSG00000187605.16","TET3"
"16485","ENSG00000187607.16","ZNF286A"
"16486","ENSG00000187608.10","ISG15"
"16487","ENSG00000187609.16","EXD3"
"16488","ENSG00000187612.1","OR5W2"
"16489","ENSG00000187616.5","MYMK"
"16490","ENSG00000187621.15","TCL6"
"16491","ENSG00000187624.9","C17orf97"
"16492","ENSG00000187626.9","ZKSCAN4"
"16493","ENSG00000187627.17","RGPD1"
"16494","ENSG00000187630.17","DHRS4L2"
"16495","ENSG00000187634.13","SAMD11"
"16496","ENSG00000187642.9","PERM1"
"16497","ENSG00000187650.4","VMAC"
"16498","ENSG00000187653.11","TMSB4XP8"
"16499","ENSG00000187657.6","TSPY13P"
"16500","ENSG00000187658.7","C5orf52"
"16501","ENSG00000187664.9","HAPLN4"
"16502","ENSG00000187672.14","ERC2"
"16503","ENSG00000187676.8","B3GLCT"
"16504","ENSG00000187678.10","SPRY4"
"16505","ENSG00000187682.2","ERAS"
"16506","ENSG00000187686.4","KRT18P59"
"16507","ENSG00000187688.15","TRPV2"
"16508","ENSG00000187689.10","AMTN"
"16509","ENSG00000187690.4","EZHIP"
"16510","ENSG00000187699.10","C2orf88"
"16511","ENSG00000187701.5","OR2T27"
"16512","ENSG00000187713.7","TMEM203"
"16513","ENSG00000187714.7","SLC18A3"
"16514","ENSG00000187715.13","KBTBD12"
"16515","ENSG00000187720.14","THSD4"
"16516","ENSG00000187721.8","GTF2IP3"
"16517","ENSG00000187726.9","DNAJB13"
"16518","ENSG00000187730.9","GABRD"
"16519","ENSG00000187733.7","AMY1C"
"16520","ENSG00000187735.14","TCEA1"
"16521","ENSG00000187736.13","NHEJ1"
"16522","ENSG00000187741.15","FANCA"
"16523","ENSG00000187742.15","SECISBP2"
"16524","ENSG00000187747.2","OR52B6"
"16525","ENSG00000187753.13","C9orf153"
"16526","ENSG00000187754.9","SSX7"
"16527","ENSG00000187758.8","ADH1A"
"16528","ENSG00000187762.5","HSPE1P11"
"16529","ENSG00000187763.3","OR2B7P"
"16530","ENSG00000187764.12","SEMA4D"
"16531","ENSG00000187766.1","KRTAP10-8"
"16532","ENSG00000187772.8","LIN28B"
"16533","ENSG00000187773.9","DIPK1C"
"16534","ENSG00000187775.17","DNAH17"
"16535","ENSG00000187778.14","MCRS1"
"16536","ENSG00000187783.12","TMEM72"
"16537","ENSG00000187790.11","FANCM"
"16538","ENSG00000187791.13","FAM205C"
"16539","ENSG00000187792.5","ZNF70"
"16540","ENSG00000187796.15","CARD9"
"16541","ENSG00000187800.14","PEAR1"
"16542","ENSG00000187801.15","ZFP69B"
"16543","ENSG00000187806.9","TMEM202"
"16544","ENSG00000187808.5","SOWAHD"
"16545","ENSG00000187812.12","RP11-24M17.5"
"16546","ENSG00000187815.10","ZFP69"
"16547","ENSG00000187821.8","HELT"
"16548","ENSG00000187823.3","RTL4"
"16549","ENSG00000187824.9","TMEM220"
"16550","ENSG00000187833.7","C2orf78"
"16551","ENSG00000187837.4","H1-2"
"16552","ENSG00000187838.17","PLSCR3"
"16553","ENSG00000187840.5","EIF4EBP1"
"16554","ENSG00000187847.4","OR7E25P"
"16555","ENSG00000187848.15","P2RX2"
"16556","ENSG00000187855.6","ASCL4"
"16557","ENSG00000187857.5","OR6C75"
"16558","ENSG00000187860.11","CCDC157"
"16559","ENSG00000187862.13","TTC24"
"16560","ENSG00000187866.10","PABIR1"
"16561","ENSG00000187867.10","PALM3"
"16562","ENSG00000187870.7","RNFT1P3"
"16563","ENSG00000187871.2","GFRAL"
"16564","ENSG00000187889.13","FYB2"
"16565","ENSG00000187893.10","CXXC1P1"
"16566","ENSG00000187900.4","OR5H7P"
"16567","ENSG00000187902.13","SHISA7"
"16568","ENSG00000187904.3","AC097382.5"
"16569","ENSG00000187905.10","LRRC74B"
"16570","ENSG00000187908.20","DMBT1"
"16571","ENSG00000187912.12","CLEC17A"
"16572","ENSG00000187918.6","OR51I2"
"16573","ENSG00000187922.14","LCN10"
"16574","ENSG00000187942.12","LDLRAD2"
"16575","ENSG00000187944.5","C2orf66"
"16576","ENSG00000187950.8","OVCH1"
"16577","ENSG00000187951.11","RP5-1086D14.6"
"16578","ENSG00000187952.9","HS6ST1P1"
"16579","ENSG00000187953.10","PMS2CL"
"16580","ENSG00000187954.13","CYHR1"
"16581","ENSG00000187955.12","COL14A1"
"16582","ENSG00000187957.8","DNER"
"16583","ENSG00000187959.9","CPSF4L"
"16584","ENSG00000187961.14","KLHL17"
"16585","ENSG00000187969.6","ZCCHC13"
"16586","ENSG00000187979.4","FAM230D"
"16587","ENSG00000187980.7","PLA2G2C"
"16588","ENSG00000187984.13","ANKRD19P"
"16589","ENSG00000187987.9","ZSCAN23"
"16590","ENSG00000187988.5","KCTD9P3"
"16591","ENSG00000187994.14","RINL"
"16592","ENSG00000187997.11","C17orf99"
"16593","ENSG00000187999.4","HNRNPA1P61"
"16594","ENSG00000188000.6","OR7D2"
"16595","ENSG00000188001.10","TPRG1"
"16596","ENSG00000188002.10","RP11-43F13.1"
"16597","ENSG00000188004.11","SNHG28"
"16598","ENSG00000188010.15","MORN2"
"16599","ENSG00000188011.5","RTP5"
"16600","ENSG00000188013.6","MEIS3P2"
"16601","ENSG00000188015.10","S100A3"
"16602","ENSG00000188021.9","UBQLN2"
"16603","ENSG00000188026.13","RILPL1"
"16604","ENSG00000188029.8","CTSL3P"
"16605","ENSG00000188032.10","C19orf67"
"16606","ENSG00000188033.10","ZNF490"
"16607","ENSG00000188037.13","CLCN1"
"16608","ENSG00000188038.8","NRN1L"
"16609","ENSG00000188039.16","NWD1"
"16610","ENSG00000188042.8","ARL4C"
"16611","ENSG00000188050.3","RNF133"
"16612","ENSG00000188051.7","TMEM221"
"16613","ENSG00000188056.12","TREML4"
"16614","ENSG00000188060.8","RAB42"
"16615","ENSG00000188064.10","WNT7B"
"16616","ENSG00000188070.9","C11orf95"
"16617","ENSG00000188076.3","SCGB1C1"
"16618","ENSG00000188078.5","RP5-1119A7.11"
"16619","ENSG00000188086.15","PRSS45P"
"16620","ENSG00000188089.13","PLA2G4E"
"16621","ENSG00000188092.15","GPR89B"
"16622","ENSG00000188095.6","MESP2"
"16623","ENSG00000188100.9","FAM25A"
"16624","ENSG00000188101.5","ALOX15P2"
"16625","ENSG00000188107.15","EYS"
"16626","ENSG00000188112.9","C6orf132"
"16627","ENSG00000188120.16","DAZ1"
"16628","ENSG00000188124.4","OR2AG2"
"16629","ENSG00000188130.14","MAPK12"
"16630","ENSG00000188133.6","TMEM215"
"16631","ENSG00000188152.13","NUTM2G"
"16632","ENSG00000188153.14","COL4A5"
"16633","ENSG00000188155.11","KRTAP10-6"
"16634","ENSG00000188157.15","AGRN"
"16635","ENSG00000188158.16","NHS"
"16636","ENSG00000188162.12","OTOG"
"16637","ENSG00000188163.8","FAM166A"
"16638","ENSG00000188167.9","TMPPE"
"16639","ENSG00000188171.16","ZNF626"
"16640","ENSG00000188175.10","HEPACAM2"
"16641","ENSG00000188176.12","SMTNL2"
"16642","ENSG00000188177.14","ZC3H6"
"16643","ENSG00000188185.13","LINC00265"
"16644","ENSG00000188186.10","LAMTOR4"
"16645","ENSG00000188191.15","PRKAR1B"
"16646","ENSG00000188199.10","NUTM2B"
"16647","ENSG00000188211.9","NCR3LG1"
"16648","ENSG00000188215.10","DCUN1D3"
"16649","ENSG00000188219.15","POTEE"
"16650","ENSG00000188223.9","AC002398.9"
"16651","ENSG00000188227.13","ZNF793"
"16652","ENSG00000188229.6","TUBB4B"
"16653","ENSG00000188234.14","AGAP4"
"16654","ENSG00000188242.4","PP7080"
"16655","ENSG00000188243.14","COMMD6"
"16656","ENSG00000188257.12","PLA2G2A"
"16657","ENSG00000188263.10","IL17REL"
"16658","ENSG00000188266.14","HYKK"
"16659","ENSG00000188269.10","OR7A5"
"16660","ENSG00000188277.10","C15orf62"
"16661","ENSG00000188280.11","FAM230G"
"16662","ENSG00000188282.12","RUFY4"
"16663","ENSG00000188283.12","ZNF383"
"16664","ENSG00000188290.11","HES4"
"16665","ENSG00000188293.6","IGFL1"
"16666","ENSG00000188295.15","ZNF669"
"16667","ENSG00000188305.6","PEAK3"
"16668","ENSG00000188306.6","LRRIQ4"
"16669","ENSG00000188312.14","CENPP"
"16670","ENSG00000188313.13","PLSCR1"
"16671","ENSG00000188314.3","OR7D1P"
"16672","ENSG00000188315.8","C3orf62"
"16673","ENSG00000188316.15","ENO4"
"16674","ENSG00000188321.14","ZNF559"
"16675","ENSG00000188322.8","SBK1"
"16676","ENSG00000188324.4","OR6C6"
"16677","ENSG00000188334.3","BSPH1"
"16678","ENSG00000188338.15","SLC38A3"
"16679","ENSG00000188340.3","OR6N2"
"16680","ENSG00000188342.12","GTF2F2"
"16681","ENSG00000188343.13","CIBAR1"
"16682","ENSG00000188352.12","FOCAD"
"16683","ENSG00000188365.3","AC092171.2"
"16684","ENSG00000188368.11","PRR19"
"16685","ENSG00000188372.15","ZP3"
"16686","ENSG00000188373.5","C10orf99"
"16687","ENSG00000188375.5","H3-5"
"16688","ENSG00000188379.7","IFNA2"
"16689","ENSG00000188383.8","GPAT2P2"
"16690","ENSG00000188385.12","JAKMIP3"
"16691","ENSG00000188386.8","PPP3R2"
"16692","ENSG00000188388.10","GOLGA6L3"
"16693","ENSG00000188389.11","PDCD1"
"16694","ENSG00000188393.9","CLEC2A"
"16695","ENSG00000188394.8","GPR21"
"16696","ENSG00000188396.4","DYNLT4"
"16697","ENSG00000188399.5","ANKRD36P1"
"16698","ENSG00000188403.7","IGHV1OR15-9"
"16699","ENSG00000188404.10","SELL"
"16700","ENSG00000188408.5","MAGEB5"
"16701","ENSG00000188419.14","CHM"
"16702","ENSG00000188425.4","NANOS2"
"16703","ENSG00000188428.20","BLOC1S5"
"16704","ENSG00000188438.4","DEFB108F"
"16705","ENSG00000188439.3","OR4P1P"
"16706","ENSG00000188451.8","SRP72P2"
"16707","ENSG00000188452.15","CERKL"
"16708","ENSG00000188459.4","WASF4P"
"16709","ENSG00000188460.4","ACTBP11"
"16710","ENSG00000188467.11","SLC24A5"
"16711","ENSG00000188483.8","IER5L"
"16712","ENSG00000188486.3","H2AX"
"16713","ENSG00000188487.12","INSC"
"16714","ENSG00000188488.14","SERPINA5"
"16715","ENSG00000188493.15","C19orf54"
"16716","ENSG00000188501.11","LCTL"
"16717","ENSG00000188505.5","NCCRP1"
"16718","ENSG00000188508.11","KRTDAP"
"16719","ENSG00000188511.12","C22orf34"
"16720","ENSG00000188512.6","RP1-273G13.2"
"16721","ENSG00000188517.16","COL25A1"
"16722","ENSG00000188522.15","FAM83G"
"16723","ENSG00000188523.9","CFAP77"
"16724","ENSG00000188525.4","AC010969.1"
"16725","ENSG00000188529.15","SRSF10"
"16726","ENSG00000188536.13","HBA2"
"16727","ENSG00000188542.10","DUSP28"
"16728","ENSG00000188549.12","CCDC9B"
"16729","ENSG00000188554.15","NBR1"
"16730","ENSG00000188558.7","OR2G6"
"16731","ENSG00000188559.15","RALGAPA2"
"16732","ENSG00000188566.15","NDOR1"
"16733","ENSG00000188573.8","FBLL1"
"16734","ENSG00000188580.15","NKAIN2"
"16735","ENSG00000188581.9","KRTAP1-1"
"16736","ENSG00000188582.10","PAQR9"
"16737","ENSG00000188585.9","CLEC20A"
"16738","ENSG00000188596.11","CFAP54"
"16739","ENSG00000188599.17","NPIPP1"
"16740","ENSG00000188603.22","CLN3"
"16741","ENSG00000188610.12","FAM72B"
"16742","ENSG00000188611.17","ASAH2"
"16743","ENSG00000188612.12","SUMO2"
"16744","ENSG00000188613.7","NANOS1"
"16745","ENSG00000188620.11","HMX3"
"16746","ENSG00000188624.3","IGFL3"
"16747","ENSG00000188626.6","GOLGA8M"
"16748","ENSG00000188629.13","ZNF177"
"16749","ENSG00000188636.4","RTL6"
"16750","ENSG00000188641.14","DPYD"
"16751","ENSG00000188643.11","S100A16"
"16752","ENSG00000188646.6","RP11-361A23.2"
"16753","ENSG00000188647.13","PTAR1"
"16754","ENSG00000188649.15","CC2D2B"
"16755","ENSG00000188655.10","RNASE9"
"16756","ENSG00000188656.8","TSPY7P"
"16757","ENSG00000188659.10","SAXO2"
"16758","ENSG00000188660.4","LINC00319"
"16759","ENSG00000188662.6","H1-9P"
"16760","ENSG00000188668.4","OR7E90P"
"16761","ENSG00000188672.19","RHCE"
"16762","ENSG00000188674.11","C2orf80"
"16763","ENSG00000188676.13","IDO2"
"16764","ENSG00000188677.15","PARVB"
"16765","ENSG00000188681.11","TEKT4P2"
"16766","ENSG00000188687.17","SLC4A5"
"16767","ENSG00000188690.15","UROS"
"16768","ENSG00000188691.5","OR56A5"
"16769","ENSG00000188693.8","CYP51A1-AS1"
"16770","ENSG00000188694.6","KRTAP24-1"
"16771","ENSG00000188706.13","ZDHHC9"
"16772","ENSG00000188707.6","ZBED6CL"
"16773","ENSG00000188710.3","QRFP"
"16774","ENSG00000188712.4","OR13D3P"
"16775","ENSG00000188716.6","DUSP29"
"16776","ENSG00000188725.8","SMIM15"
"16777","ENSG00000188729.7","OSTN"
"16778","ENSG00000188730.5","VWC2"
"16779","ENSG00000188732.11","FAM221A"
"16780","ENSG00000188735.13","TMEM120B"
"16781","ENSG00000188738.15","FSIP2"
"16782","ENSG00000188739.15","RBM34"
"16783","ENSG00000188747.9","NOXA1"
"16784","ENSG00000188755.10","TBC1D3P2"
"16785","ENSG00000188760.11","TMEM198"
"16786","ENSG00000188761.13","BCL2L15"
"16787","ENSG00000188763.5","FZD9"
"16788","ENSG00000188765.7","TMSB4XP2"
"16789","ENSG00000188766.12","SPRED3"
"16790","ENSG00000188770.10","OPTC"
"16791","ENSG00000188771.5","PLET1"
"16792","ENSG00000188778.6","ADRB3"
"16793","ENSG00000188779.12","SKOR1"
"16794","ENSG00000188782.9","CATSPER4"
"16795","ENSG00000188783.6","PRELP"
"16796","ENSG00000188784.4","PLA2G2E"
"16797","ENSG00000188785.12","ZNF548"
"16798","ENSG00000188786.10","MTF1"
"16799","ENSG00000188800.6","TMCO2"
"16800","ENSG00000188801.9","ZNF322P1"
"16801","ENSG00000188803.15","SHISA6"
"16802","ENSG00000188807.13","TMEM201"
"16803","ENSG00000188811.14","NHLRC3"
"16804","ENSG00000188816.4","HMX2"
"16805","ENSG00000188817.8","SNTN"
"16806","ENSG00000188818.12","ZDHHC11"
"16807","ENSG00000188820.13","CALHM6"
"16808","ENSG00000188822.8","CNR2"
"16809","ENSG00000188825.14","LINC00910"
"16810","ENSG00000188827.11","SLX4"
"16811","ENSG00000188828.13","GLRA4"
"16812","ENSG00000188831.4","DPPA3P2"
"16813","ENSG00000188833.10","ENTPD8"
"16814","ENSG00000188846.14","RPL14"
"16815","ENSG00000188848.16","BEND4"
"16816","ENSG00000188850.9","RP11-159F24.2"
"16817","ENSG00000188856.6","RPSAP47"
"16818","ENSG00000188859.7","FAM78B"
"16819","ENSG00000188868.14","ZNF563"
"16820","ENSG00000188869.13","TMC3"
"16821","ENSG00000188873.4","RPL10AP2"
"16822","ENSG00000188877.12","POTEA"
"16823","ENSG00000188878.19","FBF1"
"16824","ENSG00000188883.5","KLRG2"
"16825","ENSG00000188886.4","ASTL"
"16826","ENSG00000188895.12","MSL1"
"16827","ENSG00000188897.9","CTD-3088G3.8"
"16828","ENSG00000188906.17","LRRK2"
"16829","ENSG00000188909.5","BSX"
"16830","ENSG00000188910.8","GJB3"
"16831","ENSG00000188916.9","INSYN2A"
"16832","ENSG00000188917.15","TRMT2B"
"16833","ENSG00000188921.14","HACD4"
